Model,Level,Exp No,Sparsity,Fiedler
mnist_lenet_100_50,6,2,0.26208581644815254,0.0006907848321556992
mnist_lenet_100_50,6,3,0.26208581644815254,0j
mnist_lenet_100_50,6,4,0.26208581644815254,0.00020061432471463192
mnist_lenet_100_50,7,0,0.2096543504171633,0j
mnist_lenet_100_50,7,1,0.2096543504171633,0j
mnist_lenet_100_50,7,2,0.2096543504171633,0j
mnist_lenet_100_50,7,3,0.2096543504171633,0j
mnist_lenet_100_50,7,4,0.2096543504171633,0j
mnist_lenet_100_50,8,0,0.16771156138259832,0j
mnist_lenet_100_50,8,1,0.16771156138259832,0j
mnist_lenet_100_50,8,2,0.16771156138259832,0j
mnist_lenet_100_50,8,3,0.16771156138259832,0j
mnist_lenet_100_50,8,4,0.16771156138259832,0j
mnist_lenet_100_50,9,0,0.13414779499404053,0j
mnist_lenet_100_50,9,1,0.13414779499404053,0.0
mnist_lenet_100_50,9,2,0.13414779499404053,0j
mnist_lenet_100_50,9,3,0.13414779499404053,0j
mnist_lenet_100_50,9,4,0.13414779499404053,0j
mnist_lenet_100_50,10,0,0.10730631704410012,0.0
mnist_lenet_100_50,10,1,0.10730631704410012,0j
mnist_lenet_100_50,10,2,0.10730631704410012,0.0
mnist_lenet_100_50,10,3,0.10730631704410012,0j
mnist_lenet_100_50,10,4,0.10730631704410012,0.0
mnist_lenet_100_50,11,0,0.08582836710369487,0.0
mnist_lenet_100_50,11,1,0.08582836710369487,0.0
mnist_lenet_100_50,11,2,0.08582836710369487,0.0
mnist_lenet_100_50,11,3,0.08582836710369487,0.0
mnist_lenet_100_50,11,4,0.08582836710369487,0j
mnist_lenet_100_50,12,0,0.06864123957091776,0.0
mnist_lenet_100_50,12,1,0.06864123957091776,0.0
mnist_lenet_100_50,12,2,0.06864123957091776,0.0
mnist_lenet_100_50,12,3,0.06864123957091776,0.0
mnist_lenet_100_50,12,4,0.06864123957091776,0.0
mnist_lenet_100_50,13,0,0.05489868891537545,0.0
mnist_lenet_100_50,13,1,0.05489868891537545,0.0
mnist_lenet_100_50,13,2,0.05489868891537545,0.0
mnist_lenet_100_50,13,3,0.05489868891537545,0.0
mnist_lenet_100_50,13,4,0.05489868891537545,0.0
mnist_lenet_100_50,14,0,0.043897497020262216,0.0
mnist_lenet_100_50,14,1,0.043897497020262216,0.0
mnist_lenet_100_50,14,2,0.043897497020262216,0.0
mnist_lenet_100_50,14,3,0.043897497020262216,0.0
mnist_lenet_100_50,14,4,0.043897497020262216,0.0
mnist_lenet_100_50,15,0,0.035101311084624554,0.0
mnist_lenet_100_50,15,1,0.035101311084624554,0.0
mnist_lenet_100_50,15,2,0.035101311084624554,0.0
mnist_lenet_100_50,15,3,0.035101311084624554,0.0
mnist_lenet_100_50,15,4,0.035101311084624554,0.0
mnist_lenet_100_50,16,0,0.02806912991656734,0.0
mnist_lenet_100_50,16,1,0.02806912991656734,0.0
mnist_lenet_100_50,16,2,0.02806912991656734,0.0
mnist_lenet_100_50,16,3,0.02806912991656734,0.0
mnist_lenet_100_50,16,4,0.02806912991656734,0.0
mnist_lenet_100_50,17,0,0.022443384982121572,0.0
mnist_lenet_100_50,17,1,0.022443384982121572,0.0
mnist_lenet_100_50,17,2,0.022443384982121572,0.0
mnist_lenet_100_50,17,3,0.022443384982121572,0.0
mnist_lenet_100_50,17,4,0.022443384982121572,0.0
mnist_lenet_100_50,18,0,0.017938021454112038,0.0
mnist_lenet_100_50,18,1,0.017938021454112038,0.0
mnist_lenet_100_50,18,2,0.017938021454112038,0.0
mnist_lenet_100_50,18,3,0.017938021454112038,0.0
mnist_lenet_100_50,18,4,0.017938021454112038,0.0
mnist_lenet_100_50,19,0,0.01433849821215733,0.0
mnist_lenet_100_50,19,1,0.01433849821215733,0.0
mnist_lenet_100_50,19,2,0.01433849821215733,0.0
mnist_lenet_100_50,19,3,0.01433849821215733,0.0
mnist_lenet_100_50,19,4,0.01433849821215733,0.0
mnist_lenet_100_50,20,0,0.011454112038140644,0.0
mnist_lenet_100_50,20,1,0.011454112038140644,0.0
mnist_lenet_100_50,20,2,0.011454112038140644,0.0
mnist_lenet_100_50,20,3,0.011454112038140644,0.0
mnist_lenet_100_50,20,4,0.011454112038140644,0.0
